train_loss,step,epoch
0.054334353655576706,49,0
0.033404745161533356,99,0
0.05023336410522461,149,1
0.024311035871505737,199,1
0.03905952721834183,249,2
0.01928010955452919,299,2
0.032300662249326706,349,3
0.01706824265420437,399,3
0.029505403712391853,449,4
0.015508490614593029,499,4
0.02768086828291416,549,5
0.014150815084576607,599,5
0.027310959994792938,649,6
0.017725514248013496,699,6
0.023155441507697105,749,7
0.01605893112719059,799,7
0.029305340722203255,849,8
0.014374987222254276,899,8
0.02830585651099682,949,9
0.018580039963126183,999,9
0.026190107688307762,1049,10
0.013010933063924313,1099,10
0.021518366411328316,1149,11
0.014464084059000015,1199,11
0.023397011682391167,1249,12
0.01113747525960207,1299,12
0.02260119467973709,1349,13
0.013189197517931461,1399,13
0.021177904680371284,1449,14
0.014184058643877506,1499,14
0.020903579890727997,1549,15
0.010431281290948391,1599,15
0.019641393795609474,1649,16
0.011741934344172478,1699,16
0.022313224151730537,1749,17
0.009083012118935585,1799,17
0.023374885320663452,1849,18
0.009850558824837208,1899,18
0.026594895869493484,1949,19
0.009790262207388878,1999,19
0.019632110372185707,2049,20
0.009036799892783165,2099,20
0.03084803931415081,2149,21
0.0075827231630682945,2199,21
0.02764095366001129,2249,22
0.009234859608113766,2299,22
0.016579655930399895,2349,23
0.013250271789729595,2399,23
0.020903464406728745,2449,24
0.008493647910654545,2499,24
0.019892306998372078,2549,25
0.009978236630558968,2599,25
0.017527813091874123,2649,26
0.008752800524234772,2699,26
0.025447119027376175,2749,27
0.009386073797941208,2799,27
0.020207244902849197,2849,28
0.00696634640917182,2899,28
0.01617719978094101,2949,29
0.008580327033996582,2999,29
0.029284508898854256,3049,30
0.00656425254419446,3099,30
0.01684379391372204,3149,31
0.007531787734478712,3199,31
0.014097982086241245,3249,32
0.008077651262283325,3299,32
0.02642815373837948,3349,33
0.009836398996412754,3399,33
0.01577836275100708,3449,34
0.008038057014346123,3499,34
0.015075958333909512,3549,35
0.007774559780955315,3599,35
0.012765566818416119,3649,36
0.0069841742515563965,3699,36
0.015067252330482006,3749,37
0.009609684348106384,3799,37
0.014084146358072758,3849,38
0.008098285645246506,3899,38
0.014705809764564037,3949,39
0.007277149707078934,3999,39
0.0329655297100544,4049,40
0.0071357316337525845,4099,40
0.014943326823413372,4149,41
0.008607313968241215,4199,41
0.014226402156054974,4249,42
0.0059442161582410336,4299,42
0.01656150445342064,4349,43
0.005811353214085102,4399,43
0.011385382153093815,4449,44
0.006981517653912306,4499,44
0.014562779106199741,4549,45
0.006726217456161976,4599,45
0.009267530404031277,4649,46
0.0070963348262012005,4699,46
0.009245111607015133,4749,47
0.00617572944611311,4799,47
0.009267790243029594,4849,48
0.00602135481312871,4899,48
0.01548864133656025,4949,49
0.006345024332404137,4999,49
