train_loss,step,epoch
0.07131169736385345,49,0
0.038713954389095306,99,0
0.05201219394803047,149,1
0.032106783241033554,199,1
0.048752862960100174,249,2
0.024171242490410805,299,2
0.05070269852876663,349,3
0.018037406727671623,399,3
0.048622649163007736,449,4
0.015867682173848152,499,4
0.04980331286787987,549,5
0.014976069331169128,599,5
0.04839658737182617,649,6
0.015266023576259613,699,6
0.04477901756763458,749,7
0.016439905390143394,799,7
0.043888989835977554,849,8
0.01556333713233471,899,8
0.04079320654273033,949,9
0.015432336367666721,999,9
0.04190114513039589,1049,10
0.015974262729287148,1099,10
0.037409499287605286,1149,11
0.015680989250540733,1199,11
0.03749030455946922,1249,12
0.01527782715857029,1299,12
0.03510771319270134,1349,13
0.014589168131351471,1399,13
0.03476347401738167,1449,14
0.014578375965356827,1499,14
0.03348713368177414,1549,15
0.015406354330480099,1599,15
0.03319321945309639,1649,16
0.017379283905029297,1699,16
0.032961491495370865,1749,17
0.015269439667463303,1799,17
0.03289559856057167,1849,18
0.014972366392612457,1899,18
0.032106347382068634,1949,19
0.014973772689700127,1999,19
0.0311595406383276,2049,20
0.015310153365135193,2099,20
0.03066123276948929,2149,21
0.014343011192977428,2199,21
0.029956702142953873,2249,22
0.015395969152450562,2299,22
0.02984684705734253,2349,23
0.014418289996683598,2399,23
0.029423071071505547,2449,24
0.017537569627165794,2499,24
0.028982482850551605,2549,25
0.015915829688310623,2599,25
0.028889350593090057,2649,26
0.015353747643530369,2699,26
0.02941218391060829,2749,27
0.017711404711008072,2799,27
0.03025663085281849,2849,28
0.014430111274123192,2899,28
0.02836640179157257,2949,29
0.01632973924279213,2999,29
0.027901720255613327,3049,30
0.01730925962328911,3099,30
0.028172366321086884,3149,31
0.013727408833801746,3199,31
0.028314579278230667,3249,32
0.01449650339782238,3299,32
0.028284329921007156,3349,33
0.014112457633018494,3399,33
0.028713172301650047,3449,34
0.014307167381048203,3499,34
0.028034506365656853,3549,35
0.014865811914205551,3599,35
0.027706656605005264,3649,36
0.014421701431274414,3699,36
0.02720978483557701,3749,37
0.014410904608666897,3799,37
0.027506692335009575,3849,38
0.013957162387669086,3899,38
0.028392735868692398,3949,39
0.01434931717813015,3999,39
0.027012033388018608,4049,40
0.014234807342290878,4099,40
0.026417916640639305,4149,41
0.01661834493279457,4199,41
0.026199154555797577,4249,42
0.013657175935804844,4299,42
0.026821313425898552,4349,43
0.013643326237797737,4399,43
0.028811272233724594,4449,44
0.013180078007280827,4499,44
0.0282328799366951,4549,45
0.01347506232559681,4599,45
0.025635790079832077,4649,46
0.014001986011862755,4699,46
0.026230664923787117,4749,47
0.024828914552927017,4799,47
0.025214122608304024,4849,48
0.019814522936940193,4899,48
0.025479033589363098,4949,49
0.013029920868575573,4999,49
0.026317352429032326,5049,50
0.012810847721993923,5099,50
0.02622056193649769,5149,51
0.013081073760986328,5199,51
0.02558583766222,5249,52
0.012713738717138767,5299,52
0.02556363306939602,5349,53
0.012338701635599136,5399,53
0.02713017724454403,5449,54
0.014199198223650455,5499,54
0.025519603863358498,5549,55
0.013591869734227657,5599,55
0.026224972680211067,5649,56
0.014401111751794815,5699,56
0.025751741603016853,5749,57
0.013279356062412262,5799,57
0.02611284703016281,5849,58
0.012858463451266289,5899,58
0.02496449276804924,5949,59
0.013006464578211308,5999,59
0.02555062249302864,6049,60
0.013738410547375679,6099,60
0.024586251005530357,6149,61
0.01332973875105381,6199,61
0.028567561879754066,6249,62
0.011861222796142101,6299,62
0.026324525475502014,6349,63
0.013994844630360603,6399,63
0.02906167134642601,6449,64
0.014895106665790081,6499,64
0.026545127853751183,6549,65
0.013265981338918209,6599,65
0.026160098612308502,6649,66
0.014720169827342033,6699,66
0.02538100816309452,6749,67
0.012472969479858875,6799,67
0.025671672075986862,6849,68
0.011988744139671326,6899,68
0.024089321494102478,6949,69
0.012335066683590412,6999,69
0.024277513846755028,7049,70
0.013550464063882828,7099,70
0.02398650534451008,7149,71
0.01220047939568758,7199,71
0.02582787349820137,7249,72
0.012241837568581104,7299,72
0.023998776450753212,7349,73
0.011520694941282272,7399,73
0.02457905001938343,7449,74
0.01618572138249874,7499,74
0.02363244630396366,7549,75
0.011339080519974232,7599,75
0.024206288158893585,7649,76
0.012103734537959099,7699,76
0.02445380575954914,7749,77
0.012523651123046875,7799,77
0.024754002690315247,7849,78
0.011964134871959686,7899,78
0.025100409984588623,7949,79
0.015082750469446182,7999,79
0.02352522313594818,8049,80
0.011691386811435223,8099,80
0.0239814855158329,8149,81
0.010834760963916779,8199,81
0.023384500294923782,8249,82
0.011315232142806053,8299,82
0.023933351039886475,8349,83
0.010958822444081306,8399,83
0.022944973781704903,8449,84
0.011717160232365131,8499,84
0.024527203291654587,8549,85
0.013090070337057114,8599,85
0.023113127797842026,8649,86
0.01279381476342678,8699,86
0.024909967556595802,8749,87
0.011238149367272854,8799,87
0.023011749610304832,8849,88
0.011655250564217567,8899,88
0.02375875599682331,8949,89
0.01081809215247631,8999,89
0.022824836894869804,9049,90
0.015811530873179436,9099,90
0.023209676146507263,9149,91
0.010622370056807995,9199,91
0.02298250049352646,9249,92
0.011212708428502083,9299,92
0.023556284606456757,9349,93
0.015147639438509941,9399,93
0.02380605787038803,9449,94
0.018911760300397873,9499,94
0.024716190993785858,9549,95
0.011231724172830582,9599,95
0.022855505347251892,9649,96
0.010665644891560078,9699,96
0.022574102506041527,9749,97
0.011083708144724369,9799,97
0.023138906806707382,9849,98
0.011272471398115158,9899,98
0.022399215027689934,9949,99
0.011209666728973389,9999,99
